,index,Provider Id,Provider name,Hospital Ownership,Hospital overall rating,BEDS
628,4296402,380051,SALEM HOSPITAL,Voluntary(non-profit),4,381.0
629,4302963,380075,PROVIDENCE MEDFORD MEDICAL CENTER,Voluntary(non-profit),3,126.0
630,4305988,380089,LEGACY MERIDIAN PARK MEDICAL CENTER,Voluntary(non-profit),4,130.0
631,4309013,380090,BAY AREA HOSPITAL,Government,2,172.0
632,4312613,390001,COMMUNITY MEDICAL CENTER,Voluntary(non-profit),2,592.0
633,4319838,390006,GEISINGER MEDICAL CENTER,Voluntary(non-profit),2,404.0
634,4327759,390009,SAINT VINCENT HEALTH CENTER,Voluntary(non-profit),2,428.0
635,4335859,390013,EVANGELICAL COMMUNITY HOSPITAL,Voluntary(non-profit),4,127.0
636,4337540,390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,228.0
637,4344264,390046,YORK HOSPITAL,Voluntary(non-profit),3,79.0
638,4344265,390046,YORK HOSPITAL,Voluntary(non-profit),3,572.0
639,4363472,390050,ALLEGHENY GENERAL HOSPITAL,Voluntary(non-profit),1,648.0
640,4371041,390057,GRAND VIEW HOSPITAL,Voluntary(non-profit),5,202.0
641,4375010,390058,CARLISLE REGIONAL MEDICAL CENTER,Individual Business,4,165.0
642,4377819,390063,UPMC HAMOT,Voluntary(non-profit),2,412.0
643,4383903,390100,LANCASTER GENERAL HOSPITAL,Voluntary(non-profit),5,640.0
644,4393312,390133,LEHIGH VALLEY HOSPITAL,Voluntary(non-profit),3,797.0
645,4402916,390137,WILKES-BARRE GENERAL HOSPITAL,Voluntary(non-profit),1,412.0
646,4411941,390151,CHAMBERSBURG HOSPITAL,Voluntary(non-profit),4,240.0
647,4420041,390162,EASTON HOSPITAL,Individual Business,2,254.0
648,4427266,390168,BUTLER MEMORIAL HOSPITAL,Voluntary(non-profit),4,296.0
649,4431755,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,Voluntary(non-profit),4,957.0
650,4441164,390179,CHESTER COUNTY HOSPITAL,Voluntary(non-profit),5,210.0
651,4445925,390197,SACRED HEART HOSPITAL,Voluntary(non-profit),2,119.0
652,4445926,390197,SACRED HEART HOSPITAL,Voluntary(non-profit),2,466.0
653,4445927,390197,SACRED HEART HOSPITAL,Voluntary(non-profit),2,215.0
654,4450488,390201,POCONO MEDICAL CENTER,Voluntary(non-profit),4,235.0
655,4457544,390223,PENN PRESBYTERIAN MEDICAL CENTER,Voluntary(non-profit),5,305.0
656,4463020,390225,EPHRATA COMMUNITY HOSPITAL,Voluntary(non-profit),2,130.0
657,4465324,390231,ABINGTON MEMORIAL HOSPITAL,Voluntary(non-profit),3,665.0
658,4475125,390237,REGIONAL HOSPITAL OF SCRANTON,Individual Business,2,198.0
659,4481849,390256,MILTON S HERSHEY MEDICAL CENTER,Voluntary(non-profit),4,484.0
660,4489593,390258,ST MARY MEDICAL CENTER,Voluntary(non-profit),4,90.0
661,4489594,390258,ST MARY MEDICAL CENTER,Voluntary(non-profit),4,374.0
662,4508411,390265,JEFFERSON REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,471.0
663,4508412,390265,JEFFERSON REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,373.0
664,4520579,390268,MOUNT NITTANY MEDICAL CENTER,Voluntary(non-profit),4,260.0
665,4525763,390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,Voluntary(non-profit),3,243.0
666,4532487,410007,RHODE ISLAND HOSPITAL,Voluntary(non-profit),2,719.0
667,4542288,420002,PIEDMONT MEDICAL CENTER,Individual Business,1,288.0
668,4550569,420004,MUSC MEDICAL CENTER,Government,2,713.0
669,4557794,420007,SPARTANBURG REGIONAL MEDICAL CENTER,Government,2,540.0
670,4567595,420018,PALMETTO HEALTH RICHLAND,Voluntary(non-profit),3,649.0
671,4576811,420023,ST FRANCIS-DOWNTOWN,Voluntary(non-profit),5,245.0
672,4584207,420049,CONWAY MEDICAL CENTER,Voluntary(non-profit),3,210.0
673,4588051,420071,SELF REGIONAL HEALTHCARE,Voluntary(non-profit),3,354.0
674,4596151,420073,LEXINGTON MEDICAL CENTER,Government,5,428.0
675,4603895,420079,TRIDENT MEDICAL CENTER,Individual Business,2,313.0
676,4613499,420082,AIKEN REGIONAL MEDICAL CENTER,Individual Business,2,245.0
677,4619740,420087,ROPER HOSPITAL,Voluntary(non-profit),5,368.0
678,4628204,420091,CAROLINAS HOSPITAL SYSTEM,Individual Business,2,310.0
679,4636853,430012,AVERA SACRED HEART HOSPITAL,Voluntary(non-profit),4,142.0
680,4638374,430077,RAPID CITY REGIONAL HOSPITAL,Voluntary(non-profit),4,417.0
681,4646655,440011,BLOUNT MEMORIAL HOSPITAL,Government,3,316.0
682,4653055,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,Government,3,348.0
683,4660624,440029,WILLIAMSON MEDICAL CENTER,Government,4,185.0
684,4663988,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,Voluntary(non-profit),3,301.0
685,4669613,440039,VANDERBILT UNIVERSITY HOSPITAL,Voluntary(non-profit),2,1025.0
686,4678829,440048,BAPTIST MEMORIAL HOSPITAL,Voluntary(non-profit),2,927.0
687,4688630,440059,COOKEVILLE REGIONAL MEDICAL CENTER,Government,3,247.0
688,4697094,440063,JOHNSON CITY MEDICAL CENTER,Voluntary(non-profit),2,514.0
689,4706503,440073,MAURY REGIONAL HOSPITAL,Government,3,255.0
690,4714072,440082,ST THOMAS HOSPITAL,Voluntary(non-profit),4,392.0
691,4722353,440104,ERLANGER MEDICAL CENTER,Government,1,560.0
692,4730274,440125,FORT SANDERS REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,402.0
693,4737330,440133,BAPTIST HOSPITAL,Voluntary(non-profit),4,339.0
694,4744726,440156,PARKRIDGE MEDICAL CENTER,Individual Business,2,275.0
695,4751450,440173,PARKWEST MEDICAL CENTER,Voluntary(non-profit),2,297.0
696,4759914,440193,UNIVERSITY MEDICAL CENTER,Voluntary(non-profit),2,412.0
697,4759915,440193,UNIVERSITY MEDICAL CENTER,Voluntary(non-profit),2,190.0
698,4765532,450007,PETERSON REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,124.0
699,4768557,450010,UNITED REGIONAL HEALTH CARE SYSTEM,Voluntary(non-profit),3,325.0
700,4776126,450023,CITIZENS MEDICAL CENTER,Voluntary(non-profit),4,88.0
701,4776127,450023,CITIZENS MEDICAL CENTER,Voluntary(non-profit),4,344.0
702,4776128,450023,CITIZENS MEDICAL CENTER,Voluntary(non-profit),4,40.0
703,4793913,450029,LAREDO MEDICAL CENTER,Voluntary(non-profit),3,326.0
704,4800154,450037,GOOD SHEPHERD MEDICAL CENTER,Voluntary(non-profit),3,425.0
705,4818204,450040,COVENANT MEDICAL CENTER,Voluntary(non-profit),4,277.0
706,4818205,450040,COVENANT MEDICAL CENTER,Voluntary(non-profit),4,525.0
707,4818206,450040,COVENANT MEDICAL CENTER,Voluntary(non-profit),4,346.0
708,4846431,450042,PROVIDENCE HEALTH CENTER,Voluntary(non-profit),2,237.0
709,4854895,450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,Voluntary(non-profit),3,341.0
710,4864111,450051,METHODIST DALLAS MEDICAL CENTER,Voluntary(non-profit),3,585.0
711,4871000,450056,SETON MEDICAL CENTER AUSTIN,Voluntary(non-profit),3,530.0
712,4880216,450058,BAPTIST MEDICAL CENTER,Individual Business,3,623.0
713,4890216,450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,Voluntary(non-profit),3,369.0
714,4896145,450083,EAST TEXAS MEDICAL CENTER,Voluntary(non-profit),3,427.0
715,4905554,450087,NORTH HILLS HOSPITAL,Individual Business,3,176.0
716,4909650,450132,MEDICAL CENTER HOSPITAL,Government,1,402.0
717,4917046,450133,MIDLAND MEMORIAL HOSPITAL,Government,3,468.0
718,4923935,450200,WADLEY REGIONAL MEDICAL CENTER,Individual Business,3,370.0
719,4928031,450209,NORTHWEST TEXAS HOSPITAL,Voluntary(non-profit),2,385.0
720,4934272,450222,CONROE REGIONAL MEDICAL CENTER,Individual Business,1,322.0
721,4942372,450229,HENDRICK MEDICAL CENTER,Voluntary(non-profit),4,522.0
722,4951208,450271,WISE REGIONAL HEALTH SYSTEM,Government,2,99.0
723,4952652,450324,TEXOMA MEDICAL CENTER,Individual Business,3,245.0
724,4958736,450388,METHODIST HOSPITAL,Individual Business,4,933.0
725,4958737,450388,METHODIST HOSPITAL,Individual Business,4,192.0
726,4958738,450388,METHODIST HOSPITAL,Individual Business,4,423.0
727,4988736,450447,NAVARRO REGIONAL HOSPITAL,Voluntary(non-profit),2,162.0
728,4990761,450484,WOODLAND HEIGHTS MEDICAL CENTER,Individual Business,5,149.0
729,4992970,450558,ABILENE REGIONAL MEDICAL CENTER,Individual Business,3,231.0
730,4996334,450565,PALO PINTO GENERAL HOSPITAL,Government,2,74.0
731,4996695,450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,Voluntary(non-profit),5,426.0
732,5004264,450617,CLEAR LAKE REGIONAL MEDICAL CENTER,Individual Business,3,531.0
733,5013868,450634,DENTON REGIONAL MEDICAL CENTER,Individual Business,4,208.0
734,5020429,450638,HOUSTON NORTHWEST MEDICAL CENTER,Individual Business,2,430.0
735,5027998,450647,MEDICAL CITY DALLAS HOSPITAL,Individual Business,4,797.0
736,5036279,450668,SIERRA MEDICAL CENTER,Individual Business,2,351.0
737,5042679,450672,PLAZA MEDICAL CENTER OF FORT WORTH,Individual Business,2,320.0
738,5049240,450686,UNIVERSITY MEDICAL CENTER,Government,2,412.0
739,5049241,450686,UNIVERSITY MEDICAL CENTER,Government,2,190.0
740,5065802,450702,LONGVIEW REGIONAL MEDICAL CENTER,Individual Business,3,230.0
741,5067827,450775,KINGWOOD MEDICAL CENTER,Individual Business,2,373.0
742,5072868,450855,HARLINGEN MEDICAL CENTER,Individual Business,5,112.0
743,5074468,460001,UTAH VALLEY REGIONAL MEDICAL CENTER,Voluntary(non-profit),5,367.0
744,5078824,460005,OGDEN REGIONAL MEDICAL CENTER,Individual Business,3,167.0
745,5079553,460010,INTERMOUNTAIN MEDICAL CENTER,Voluntary(non-profit),5,452.0
746,5087297,460021,DIXIE REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,261.0
747,5093226,490004,ROCKINGHAM MEMORIAL HOSPITAL,Voluntary(non-profit),4,270.0
748,5101690,490007,SENTARA NORFOLK GENERAL HOSPITAL,Voluntary(non-profit),3,543.0
749,5109790,490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,Government,2,614.0
750,5117890,490017,BON SECOURS MARYVIEW MEDICAL CENTER,Voluntary(non-profit),2,346.0
751,5123974,490040,INOVA ALEXANDRIA HOSPITAL,Voluntary(non-profit),3,318.0
752,5131370,490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,Voluntary(non-profit),3,134.0
753,5134506,490044,SENTARA OBICI HOSPITAL,Voluntary(non-profit),4,150.0
754,5139406,490048,LEWISGALE MEDICAL CENTER,Voluntary(non-profit),4,506.0
755,5148622,490052,RIVERSIDE REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,577.0
756,5156366,490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,Voluntary(non-profit),3,282.0
757,5164830,490063,INOVA FAIRFAX HOSPITAL,Voluntary(non-profit),5,833.0
758,5174631,490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,Voluntary(non-profit),5,145.0
759,5180715,490075,DANVILLE REGIONAL MEDICAL CENTER,Individual Business,1,250.0
760,5186956,490077,MARTHA JEFFERSON HOSPITAL,Voluntary(non-profit),5,176.0
761,5194525,490093,SENTARA CAREPLEX HOSPITAL,Voluntary(non-profit),3,200.0
762,5200609,490101,INOVA FAIR OAKS HOSPITAL,Voluntary(non-profit),5,182.0
763,5204578,490107,RESTON HOSPITAL CENTER,Voluntary(non-profit),3,187.0
764,5209067,490118,HENRICO DOCTORS' HOSPITAL,Voluntary(non-profit),5,340.0
765,5217903,490120,CHESAPEAKE REGIONAL MEDICAL CENTER,Government,2,310.0
766,5226367,500005,VIRGINIA MASON MEDICAL CENTER,Voluntary(non-profit),5,336.0
767,5230592,500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,Individual Business,3,214.0
768,5234313,500016,CENTRAL WASHINGTON HOSPITAL,Voluntary(non-profit),4,174.0
769,5240554,500027,SWEDISH MEDICAL CENTER,Voluntary(non-profit),5,343.0
770,5245883,500030,ST JOSEPH MEDICAL CENTER,Voluntary(non-profit),4,-999.0
771,5253108,500036,YAKIMA VALLEY MEMORIAL HOSPITAL,Voluntary(non-profit),3,226.0
772,5259669,500039,HARRISON MEDICAL CENTER,Voluntary(non-profit),2,297.0
773,5268133,500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,Voluntary(non-profit),1,360.0
774,5276597,500051,OVERLAKE HOSPITAL MEDICAL CENTER,Voluntary(non-profit),4,337.0
775,5283321,500077,PROVIDENCE HOLY FAMILY HOSPITAL,Voluntary(non-profit),3,272.0
776,5287042,500124,EVERGREEN HOSPITAL MEDICAL CENTER,Government,5,242.0
777,5293603,500139,CAPITAL MEDICAL CENTER,Voluntary(non-profit),4,110.0
778,5294503,510006,UNITED HOSPITAL CENTER,Voluntary(non-profit),4,316.0
779,5302247,510007,ST MARY'S MEDICAL CENTER,Voluntary(non-profit),4,393.0
780,5302248,510007,ST MARY'S MEDICAL CENTER,Voluntary(non-profit),4,464.0
781,5320297,510024,MONONGALIA COUNTY GENERAL HOSPITAL,Voluntary(non-profit),3,189.0
782,5325481,510029,THOMAS MEMORIAL HOSPITAL,Voluntary(non-profit),2,260.0
783,5330381,510050,WHEELING HOSPITAL,Voluntary(non-profit),2,277.0
784,5333981,510058,CAMDEN CLARK MEDICAL CENTER,Voluntary(non-profit),1,273.0
785,5343006,510070,RALEIGH GENERAL HOSPITAL,Individual Business,2,300.0
786,5351655,520008,WAUKESHA MEMORIAL HOSPITAL,Voluntary(non-profit),5,400.0
787,5359755,520013,SACRED HEART HSPTL,Voluntary(non-profit),4,344.0
788,5364244,520021,UNITED HSPTL SYS,Government,4,315.0
789,5369720,520028,THE MONROE CLINIC,Voluntary(non-profit),5,95.0
790,5370449,520030,ASPIRUS WAUSAU HOSPITAL,Individual Business,4,325.0
791,5377674,520044,ST NICHOLAS HOSPITAL,Voluntary(non-profit),4,185.0
792,5378158,520049,BELLIN MEMORIAL HSPTL,Voluntary(non-profit),5,244.0
793,5380274,520059,AURORA MEMORIAL HSPTL BURLINGTON,Voluntary(non-profit),4,123.0
794,5381235,520066,MERCY HLTH SYS CORP,Voluntary(non-profit),3,240.0
795,5386860,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,Voluntary(non-profit),5,304.0
796,5394085,520075,ST VINCENT HSPTL,Voluntary(non-profit),2,517.0
797,5397221,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,Voluntary(non-profit),3,260.0
798,5400821,520083,ST MARY'S HOSPITAL,Voluntary(non-profit),5,196.0
799,5410230,520087,GUNDERSEN LUTH MED CTR,Voluntary(non-profit),5,325.0
800,5414326,520088,ST AGNES HSPTL,Voluntary(non-profit),3,151.0
801,5416630,520089,MERITER HSPTL,Voluntary(non-profit),5,426.0
802,5424551,520107,HOLY FAMILY MEMORIAL INC,Voluntary(non-profit),5,167.0
803,5425280,520138,AURORA ST LUKES MEDICAL CENTER,Voluntary(non-profit),4,938.0
804,5434884,520160,APPLETON MED CTR,Voluntary(non-profit),3,160.0
805,5437693,520193,AURORA BAYCARE MED CTR,Individual Business,3,167.0
806,5439457,530012,WYOMING MEDICAL CENTER,Government,3,191.0
807,5445082,530014,CHEYENNE REGIONAL MEDICAL CENTER,Voluntary(non-profit),2,222.0
808,5451323,670024,NORTH CYPRESS MEDICAL CENTER,Individual Business,2,139.0
809,5455679,670025,THE HEART HOSPITAL BAYLOR PLANO,Individual Business,5,116.0
810,5456040,10035,CULLMAN REGIONAL MEDICAL CENTER,Government,2,115.0
811,5460664,10038,STRINGFELLOW MEMORIAL HOSPITAL,Individual Business,3,125.0
812,5463580,10049,MEDICAL CENTER ENTERPRISE,Individual Business,2,131.0
813,5464736,10131,CRESTWOOD MEDICAL CENTER,Individual Business,2,147.0
814,5470361,20001,PROVIDENCE ALASKA MEDICAL CENTER,Voluntary(non-profit),4,371.0
815,5476137,30036,CHANDLER REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,338.0
816,5482221,30088,BANNER BAYWOOD MEDICAL CENTER,Voluntary(non-profit),4,340.0
817,5488621,30117,VALLEY VIEW MEDICAL CENTER,Individual Business,3,48.0
818,5488622,30117,VALLEY VIEW MEDICAL CENTER,Individual Business,3,66.0
819,5490303,40016,UAMS MEDICAL CENTER,Government,1,400.0
820,5496079,40055,SPARKS REGIONAL MEDICAL CENTER,Individual Business,1,476.0
821,5503304,50022,RIVERSIDE COMMUNITY HOSPITAL,Individual Business,2,373.0
822,5509545,50030,OROVILLE HOSPITAL,Voluntary(non-profit),1,133.0
823,5514169,50100,SHARP MEMORIAL HOSPITAL,Voluntary(non-profit),5,656.0
824,5521394,50103,WHITE MEMORIAL MEDICAL CENTER,Voluntary(non-profit),3,353.0
825,5525238,50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,Voluntary(non-profit),1,417.0
826,5532634,50121,ADVENTIST MEDICAL CENTER,Voluntary(non-profit),2,217.0
827,5532635,50121,ADVENTIST MEDICAL CENTER,Voluntary(non-profit),2,142.0
828,5542156,50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Voluntary(non-profit),2,548.0
829,5548240,50191,ST MARY MEDICAL CENTER,Voluntary(non-profit),2,90.0
830,5548241,50191,ST MARY MEDICAL CENTER,Voluntary(non-profit),2,374.0
831,5552658,50204,PALMDALE REGIONAL MEDICAL CENTER,Individual Business,2,157.0
832,5555794,50261,SIERRA VIEW DISTRICT HOSPITAL,Voluntary(non-profit),1,167.0
833,5558603,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,Government,3,167.0
834,5559003,50300,ST MARY MEDICAL CENTER,Voluntary(non-profit),3,90.0
835,5559004,50300,ST MARY MEDICAL CENTER,Voluntary(non-profit),3,374.0
836,5569955,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,Voluntary(non-profit),1,371.0
837,5575884,50336,LODI MEMORIAL HOSPITAL,Voluntary(non-profit),2,190.0
838,5580109,50444,MERCY MEDICAL CENTER,Voluntary(non-profit),1,125.0
839,5580110,50444,MERCY MEDICAL CENTER,Voluntary(non-profit),1,375.0
840,5580111,50444,MERCY MEDICAL CENTER,Voluntary(non-profit),1,281.0
841,5580112,50444,MERCY MEDICAL CENTER,Voluntary(non-profit),1,441.0
842,5580113,50444,MERCY MEDICAL CENTER,Voluntary(non-profit),1,454.0
843,5580114,50444,MERCY MEDICAL CENTER,Voluntary(non-profit),1,25.0
844,5580115,50444,MERCY MEDICAL CENTER,Voluntary(non-profit),1,-999.0
845,5614409,50454,UCSF MEDICAL CENTER,Voluntary(non-profit),4,580.0
846,5620809,50455,SAN JOAQUIN COMMUNITY HOSPITAL,Voluntary(non-profit),2,254.0
847,5626434,50488,EDEN MEDICAL CENTER,Voluntary(non-profit),3,130.0
848,5632363,50523,SUTTER DELTA MEDICAL CENTER,Voluntary(non-profit),3,145.0
849,5635844,60003,LONGMONT UNITED HOSPITAL,Voluntary(non-profit),4,146.0
850,5639093,60010,POUDRE VALLEY HOSPITAL,Voluntary(non-profit),5,232.0
851,5645334,60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,Voluntary(non-profit),4,408.0
852,5649055,60034,SWEDISH MEDICAL CENTER,Individual Business,4,343.0
853,5655616,60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,Voluntary(non-profit),4,202.0
854,5659712,60114,PARKER ADVENTIST HOSPITAL,Voluntary(non-profit),3,170.0
855,5661081,70006,STAMFORD HOSPITAL,Voluntary(non-profit),2,305.0
856,5666706,70007,LAWRENCE & MEMORIAL HOSPITAL,Voluntary(non-profit),4,252.0
857,5673931,70031,GRIFFIN HOSPITAL,Voluntary(non-profit),3,160.0
858,5676431,70036,JOHN DEMPSEY HOSPITAL,Government,3,137.0
859,5680031,90006,PROVIDENCE HOSPITAL,Voluntary(non-profit),1,408.0
860,5680032,90006,PROVIDENCE HOSPITAL,Voluntary(non-profit),1,258.0
861,5680033,90006,PROVIDENCE HOSPITAL,Voluntary(non-profit),1,12.0
862,5680034,90006,PROVIDENCE HOSPITAL,Voluntary(non-profit),1,349.0
863,5701347,100009,UNIVERSITY OF MIAMI HOSPITAL,Voluntary(non-profit),2,525.0
864,5709268,100022,JACKSON MEMORIAL HOSPITAL,Government,1,1550.0
865,5718104,100029,NORTH SHORE MEDICAL CENTER,Individual Business,1,357.0
866,5725500,100030,HEALTH CENTRAL,Government,2,399.0
867,5730684,100045,FLORIDA HOSPITAL DELAND,Voluntary(non-profit),3,156.0
868,5734653,100063,MORTON PLANT NORTH BAY HOSPITAL,Voluntary(non-profit),2,122.0
869,5737254,100080,JFK MEDICAL CENTER,Individual Business,1,424.0
870,5746470,100107,LEHIGH REGIONAL MEDICAL CENTER,Voluntary(non-profit),1,88.0
871,5747914,100122,NORTH OKALOOSA MEDICAL CENTER,Voluntary(non-profit),4,110.0
872,5752814,100132,SOUTH FLORIDA BAPTIST HOSPITAL,Voluntary(non-profit),3,147.0
873,5754750,100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,Individual Business,1,194.0
874,5760226,100150,LOWER KEYS MEDICAL CENTER,Individual Business,2,90.0
875,5761187,100156,LAKE CITY MEDICAL CENTER,Voluntary(non-profit),4,67.0
876,5764787,100180,ST PETERSBURG GENERAL HOSPITAL,Individual Business,1,219.0
877,5767188,100187,PALMETTO GENERAL HOSPITAL,Individual Business,2,360.0
878,5773588,100209,KENDALL REGIONAL MEDICAL CENTER,Individual Business,2,300.0
879,5777813,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Individual Business,2,317.0
880,5782038,100228,WESTSIDE REGIONAL MEDICAL CENTER,Individual Business,2,215.0
881,5787967,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,Individual Business,1,128.0
882,5793443,100254,CAPITAL REGIONAL MEDICAL CENTER,Individual Business,2,198.0
883,5798919,100259,SOUTH BAY HOSPITAL,Individual Business,3,112.0
884,5803819,100281,MEMORIAL HOSPITAL WEST,Government,3,304.0
885,5810060,100287,GOOD SAMARITAN MEDICAL CENTER,Individual Business,2,224.0
886,5810061,100287,GOOD SAMARITAN MEDICAL CENTER,Individual Business,2,174.0
887,5819582,100289,CLEVELAND CLINIC HOSPITAL,Individual Business,2,155.0
888,5823303,100302,ST CLOUD REGIONAL MEDICAL CENTER,Individual Business,2,84.0
889,5825512,100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,Voluntary(non-profit),3,221.0
890,5829481,110001,HAMILTON MEDICAL CENTER,Voluntary(non-profit),4,282.0
891,5834522,110005,NORTHSIDE HOSPITAL FORSYTH,Voluntary(non-profit),2,187.0
892,5839851,110018,NEWTON MEDICAL CENTER,Voluntary(non-profit),2,103.0
893,5842060,110024,CANDLER HOSPITAL,Voluntary(non-profit),2,320.0
894,5845904,110069,HOUSTON MEDICAL CENTER,Voluntary(non-profit),4,237.0
895,5853129,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,Individual Business,2,150.0
896,5858170,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,Voluntary(non-profit),2,475.0
897,5865739,110079,GRADY MEMORIAL HOSPITAL,Voluntary(non-profit),1,99.0
898,5865740,110079,GRADY MEMORIAL HOSPITAL,Voluntary(non-profit),1,953.0
899,5865741,110079,GRADY MEMORIAL HOSPITAL,Voluntary(non-profit),1,152.0
900,5880439,110089,COFFEE REGIONAL MEDICAL CENTER,Government,3,88.0
901,5883688,110095,TIFT REGIONAL MEDICAL CENTER,Government,2,191.0
902,5889164,110165,SOUTHERN REGIONAL MEDICAL CENTER,Voluntary(non-profit),1,331.0
903,5893653,140034,ST MARYS HOSPITAL,Voluntary(non-profit),5,113.0
904,5893654,140034,ST MARYS HOSPITAL,Voluntary(non-profit),5,-999.0
905,5893655,140034,ST MARYS HOSPITAL,Voluntary(non-profit),5,98.0
906,5893656,140034,ST MARYS HOSPITAL,Voluntary(non-profit),5,440.0
907,5912149,140048,ADVOCATE TRINITY HOSPITAL,Voluntary(non-profit),3,188.0
908,5916374,140049,WEST SUBURBAN MEDICAL CENTER,Voluntary(non-profit),1,172.0
909,5920095,140082,LOUIS A WEISS MEMORIAL HOSPITAL,Individual Business,1,184.0
910,5925279,140084,VISTA MEDICAL CENTER EAST,Voluntary(non-profit),2,192.0
911,5931840,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,Voluntary(non-profit),3,577.0
912,5937769,140115,THOREK MEMORIAL HOSPITAL,Voluntary(non-profit),2,134.0
913,5938925,140118,METROSOUTH MEDICAL CENTER,Individual Business,2,180.0
914,5944254,140125,GATEWAY REGIONAL MEDICAL CENTER,Individual Business,2,337.0
915,5946655,140133,HOLY CROSS HOSPITAL,Voluntary(non-profit),2,409.0
916,5946656,140133,HOLY CROSS HOSPITAL,Voluntary(non-profit),2,160.0
917,5946657,140133,HOLY CROSS HOSPITAL,Voluntary(non-profit),2,29.0
918,5946658,140133,HOLY CROSS HOSPITAL,Voluntary(non-profit),2,571.0
919,5964611,140150,UNIVERSITY OF ILLINOIS HOSPITAL,Government,1,483.0
920,5968455,140158,MERCY HOSPITAL AND MEDICAL CENTER,Voluntary(non-profit),1,421.0
921,5975179,140177,JACKSON PARK HOSPITAL,Voluntary(non-profit),1,260.0
922,5976700,140179,LITTLE COMPANY OF MARY HOSPITAL,Voluntary(non-profit),2,288.0
923,5983261,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,Voluntary(non-profit),3,330.0
924,5989190,140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,Voluntary(non-profit),5,289.0
925,5997654,140224,SAINT JOSEPH HOSPITAL,Voluntary(non-profit),4,112.0
926,5997655,140224,SAINT JOSEPH HOSPITAL,Voluntary(non-profit),4,433.0
927,5997656,140224,SAINT JOSEPH HOSPITAL,Voluntary(non-profit),4,369.0
928,6012777,140242,CENTRAL DUPAGE HOSPITAL,Voluntary(non-profit),4,344.0
929,6020698,140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,Voluntary(non-profit),3,240.0
930,6027754,140276,LOYOLA UNIVERSITY MEDICAL CENTER,Voluntary(non-profit),3,485.0
931,6035675,140290,ST ALEXIUS MEDICAL CENTER,Voluntary(non-profit),5,305.0
932,6035676,140290,ST ALEXIUS MEDICAL CENTER,Voluntary(non-profit),5,283.0
933,6052603,150004,FRANCISCAN ST MARGARET HEALTH - HAMMOND,Voluntary(non-profit),3,500.0
934,6058379,150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,Voluntary(non-profit),3,204.0
935,6061979,150024,WILLIAM N WISHARD MEMORIAL HOSPITAL,Government,4,-999.0
936,6065700,150086,DEARBORN COUNTY HOSPITAL,Government,3,78.0
937,6067636,150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,Voluntary(non-profit),3,318.0
938,6071000,150169,COMMUNITY HOSPITAL NORTH,Voluntary(non-profit),3,389.0
939,6075356,160029,MERCY HOSPITAL,Voluntary(non-profit),5,473.0
940,6075357,160029,MERCY HOSPITAL,Voluntary(non-profit),5,230.0
941,6075358,160029,MERCY HOSPITAL,Voluntary(non-profit),5,21.0
942,6075359,160029,MERCY HOSPITAL,Voluntary(non-profit),5,25.0
