,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Hospital Referral Region Description,Provider Zip Code, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments,Latitude,Longitude
1619,280023,ST FRANCIS MEDICAL CENTER,2620 WEST FAIDLEY AVE,GRAND ISLAND,NE,NE - Omaha,68803.0,61.6,15174.726,5037.728,3881.376,40.9258317,-98.37166069999999
1620,280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,601 NORTH 30TH ST,OMAHA,NE,NE - Omaha,68131.0,42.2,37915.810000000005,7586.326000000001,6846.526000000001,41.2648634,-95.9549457
1621,280032,MARY LANNING MEMORIAL HOSPITAL,715 N ST JOSEPH AVE,HASTINGS,NE,NE - Lincoln,68901.0,37.2,11917.27,4940.744000000001,3996.5440000000003,40.59232739999999,-98.38746719999999
1622,280040,THE NEBRASKA METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,NE - Omaha,68114.0,109.4,20198.112,4930.636,3721.6400000000003,41.2584015,-96.0421373
1623,280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,7500 MERCY RD,OMAHA,NE,NE - Omaha,68124.0,72.6,23089.654000000002,5291.054,4118.882,41.2393534,-96.03074670000001
1624,280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B,SCOTTSBLUFF,NE,CO - Denver,69361.0,58.4,18119.282,6266.3240000000005,5077.514,41.8866872,-103.6642038
1625,280065,GREAT PLAINS REGIONAL MEDICAL CENTER,601 WEST LEOTA ST,NORTH PLATTE,NE,NE - Lincoln,69101.0,61.4,12593.818000000001,5466.864,4239.638,41.12165239999999,-100.7703943
1626,280077,FREMONT AREA MEDICAL CENTER,450 EAST 23RD ST,FREMONT,NE,NE - Omaha,68025.0,45.0,19358.282,5561.258,4261.182,41.4533062,-96.49111579999999
1627,280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,6901 NORTH 72ND ST,OMAHA,NE,NE - Omaha,68122.0,48.2,22904.625999999997,5680.397999999999,4875.665999999999,41.32182,-96.0213285
1628,280105,ALEGENT HEALTH MIDLANDS HOSPITAL,11111 SOUTH 84TH ST,PAPILLION,NE,NE - Omaha,68046.0,21.4,20173.706,4578.658,3684.272,41.135853,-96.040111
1629,280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,NE - Omaha,68601.0,33.0,11378.261999999999,7479.467999999999,5947.41,41.4532693,-97.3838186
1630,280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NORFOLK,NE,NE - Omaha,68701.0,44.2,15924.066,6179.408,5053.612,42.0347712,-97.4529737
1631,280130,ALEGENT HEALTH LAKESIDE HOSPITAL,16901 LAKESIDE HILLS CT,OMAHA,NE,NE - Omaha,68130.0,63.4,21042.044,4682.518000000001,3705.5020000000004,41.2375247,-96.1806251
1632,280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,NE - Omaha,68123.0,30.6,17243.775999999998,4217.910000000001,3358.6099999999997,41.1372483,-95.94799979999999
1633,290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,NV - Reno,89502.0,119.4,24626.840000000004,5632.456,4516.668000000001,39.5255194,-119.7952115
1634,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,NV - Las Vegas,89109.0,84.2,46089.548,6650.264,5326.564,36.1327154,-115.1358324
1635,290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,NV,NV - Las Vegas,89030.0,34.2,42078.060000000005,7507.147999999999,5670.4220000000005,36.1947954,-115.1226297
1636,290006,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON,NV,NV - Reno,89406.0,31.4,19516.68,7249.6759999999995,6019.072,39.4766121,-118.7662421
1637,290007,UMC OF SOUTHERN NEVADA,1800 W CHARLESTON BLVD,LAS VEGAS,NV,NV - Las Vegas,89102.0,44.6,30246.652000000002,7853.438,6814.846,36.1597177,-115.1657104
1638,290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,ELKO,NV,UT - Salt Lake City,89801.0,26.75,25584.935,7886.7575,6283.5275,40.8227325,-115.7310104
1639,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,NV - Reno,89503.0,50.8,20514.552000000003,4962.4220000000005,3990.6799999999994,39.5318614,-119.8188283
1640,290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,102 E LAKE MEAD DR,HENDERSON,NV,NV - Las Vegas,89015.0,47.8,32729.041999999998,5528.412,4598.046,36.03865589999999,-114.9843582
1641,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY,NV,NV - Reno,89703.0,99.6,22683.324,6327.406000000001,5405.2880000000005,39.2020393,-119.7847638
1642,290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,NV - Las Vegas,89106.0,79.8,44451.152,6713.638000000001,5768.908,36.1633772,-115.1665905
1643,290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,NV - Las Vegas,89119.0,66.2,38646.124,5641.003999999999,4438.514,36.1128825,-115.1249154
1644,290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY,SPARKS,NV,NV - Reno,89434.0,30.8,28852.478000000003,4821.717999999999,3950.392,39.5358322,-119.7749617
1645,290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS,NV,NV - Las Vegas,89128.0,135.2,43540.153999999995,5782.462,4551.934,36.2155456,-115.2487979
1646,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,NV,NV - Las Vegas,89144.0,97.8,43651.43,5748.404,4716.478,36.1809666,-115.3174163
1647,290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,NV - Las Vegas,89052.0,68.2,36843.159999999996,5352.589999999999,4260.268,36.0045271,-115.1150581
1648,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,NV - Las Vegas,89118.0,48.2,39596.17,5732.6900000000005,4796.681999999999,36.0900057,-115.2402308
1649,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET,LAS VEGAS,NV,NV - Las Vegas,89148.0,35.2,32797.216,5801.780000000001,5040.5419999999995,36.0723796,-115.2949636
1650,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,NV - Reno,89521.0,25.2,22130.662,4840.552,3825.3479999999995,39.4359707,-119.7600878
1651,290053,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,NV - Las Vegas,89113.0,48.4,34760.50600000001,5501.882,4430.57,36.0577689,-115.2721826
1652,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,NV - Las Vegas,89149.0,45.4,42330.880000000005,5719.374,4081.7959999999994,36.2867883,-115.2860387
1653,300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,NH - Manchester,3301.0,123.0,15463.867999999999,5363.89,4543.342,43.1977499,-71.5617779
1654,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,NH - Lebanon,3756.0,85.2,17583.992000000002,8117.456,7174.088000000001,43.6760459,-72.27298449999999
1655,300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,LACONIA,NH,NH - Manchester,3246.0,40.2,18866.016,5857.044,4405.2699999999995,43.528536,-71.4632103
1656,300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,NH - Manchester,3060.0,56.2,14617.492000000002,5281.84,4502.342,42.7493836,-71.4803099
1657,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,NH - Manchester,3103.0,90.8,12159.59,5179.21,4273.944,42.9827326,-71.43469900000001
1658,300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,ME - Portland,3867.0,41.4,14093.706,5310.284000000001,4409.08,43.2979178,-70.96159940000001
1659,300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERRY,NH,NH - Manchester,3038.0,44.2,16856.22,5165.978,3966.332,42.8772023,-71.3164692
1660,300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,ME - Portland,3820.0,65.0,15870.294,5187.018,4359.762000000001,43.2132323,-70.8742397
1661,300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,NH - Manchester,3060.0,54.8,14234.740000000002,5572.878000000001,4491.004,42.7564074,-71.4620781
1662,300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,NH - Manchester,3833.0,72.2,15855.141999999998,5128.276,4023.0559999999996,42.9833965,-70.9352553
1663,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,NH - Manchester,3801.0,47.6,21038.464,5288.473999999999,4102.044,43.0648113,-70.7902541
1664,300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,NH - Manchester,3102.0,96.8,16740.002,5103.678,4059.1400000000003,42.991178,-71.4746693
1665,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,NJ - Hackensack,7601.0,160.0,49607.628000000004,6867.87,5942.468000000001,40.8840335,-74.0565417
1666,310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,NJ - Newark,7112.0,94.8,60209.06999999999,9972.278,9122.286,40.7102476,-74.2136147
1667,310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,7600 RIVER RD,NORTH BERGEN,NJ,NJ - Hackensack,7047.0,97.0,44310.369999999995,7358.508,6531.242,40.7937964,-73.9964049
1668,310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,PA - Philadelphia,8822.0,75.4,19752.142,5898.289999999999,4832.318,40.5314853,-74.86113
1669,310006,"ST MARY'S HOSPITAL, PASSAIC",350 BOULEVARD,PASSAIC,NJ,NJ - Hackensack,7055.0,85.6,37025.03,6780.638000000001,5814.228,40.8590505,-74.1372832
1670,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,NJ - Hackensack,7666.0,148.2,29779.902000000002,6145.364,5273.472,40.8831082,-74.0106982
1671,310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAAS DRIVE,BELLEVILLE,NJ,NJ - Newark,7109.0,120.4,47256.945999999996,6321.32,5460.848,40.7856535,-74.1764487
1672,310010,UNIVERSITY MEDICAL CENTER AT PRINCETON,253 WITHERSPOON ST,PRINCETON,NJ,NJ - New Brunswick,8540.0,124.6,31708.951999999997,5905.474,5008.164,40.3568514,-74.6615827
1673,310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,CAPE MAY COURT,NJ,NJ - Camden,8210.0,123.6,19004.618000000002,5251.030000000001,4389.058,39.0874828,-74.8168994
1674,310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,NJ - Ridgewood,7450.0,301.0,29688.772000000004,5902.976000000001,4927.202,40.9835909,-74.100692
1675,310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,NJ - Camden,8103.0,65.0,43907.002,8311.042000000001,7531.624000000001,39.9410298,-75.1161353
1676,310015,MORRISTOWN MEMORIAL HOSPITAL,100 MADISON AVE,MORRISTOWN,NJ,NJ - Morristown,7962.0,175.0,31156.52,6796.2880000000005,5771.786000000001,40.7896261,-74.4655683
1677,310016,CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,NJ - Newark,7306.0,77.6,62715.302,7467.933999999999,6482.262,40.7342535,-74.0497949
1678,310017,CHILTON HOSPITAL,97 WEST PARKWAY,POMPTON PLAINS,NJ,NJ - Paterson,7444.0,119.2,35179.04400000001,5673.564,4766.432,40.9576736,-74.30847539999999
1679,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,NJ - Paterson,7503.0,191.6,50175.32600000001,8045.126000000001,7083.35,40.9022582,-74.1661378
1680,310021,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,TRENTON,NJ,PA - Philadelphia,8629.0,46.0,67326.892,7393.008,6386.686000000001,40.2166342,-74.74120500000001
1681,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,NJ - Camden,8009.0,356.6,45337.49800000001,5743.582,4518.714,39.7826055,-74.9166983
1682,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,NJ - Newark,7065.0,83.0,56219.33800000001,5403.758,4313.201999999999,40.6129663,-74.2911039
1683,310025,BAYONNE HOSPITAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,NJ - Newark,7002.0,53.2,104275.982,6262.396000000001,5046.29,40.6681933,-74.11314949999999
1684,310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH,NJ,NJ - Newark,7207.0,67.8,37271.009999999995,6954.081999999999,6114.102000000001,40.6597934,-74.21412649999999
1685,310028,NEWTON MEMORIAL HOSPITAL,175 HIGH ST,NEWTON,NJ,NJ - Morristown,7860.0,103.4,54354.10199999999,5849.951999999999,4723.1,41.0578686,-74.7682688
1686,310029,OUR LADY OF LOURDES MEDICAL CENTER,1600 HADDON AVENUE,CAMDEN,NJ,NJ - Camden,8103.0,101.6,42400.442,6648.7080000000005,5809.9580000000005,39.9279261,-75.0949231
1687,310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,NJ - Camden,8015.0,48.5,40691.5,7863.264999999999,7191.594999999999,39.97751179999999,-74.5851859
1688,310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,1505 W SHERMAN AVE,VINELAND,NJ,NJ - Camden,8360.0,136.2,41022.454000000005,5895.9,5121.9,39.44534,-75.0584681
1689,310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK,NJ,NJ - Camden,7701.0,121.8,43534.03199999999,5363.636,4226.516,40.3536779,-74.0639766
1690,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PL,NEW BRUNSWICK,NJ,NJ - New Brunswick,8901.0,182.0,58644.75800000001,7562.294,6815.992,40.4953282,-74.4498466
1691,310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,NJ - New Brunswick,8861.0,114.2,49018.974,6793.914000000002,5985.302,40.51884310000001,-74.2818674
1692,310040,HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,NJ - Hackensack,7030.0,56.4,45476.174,8129.3679999999995,7405.572,40.7407752,-74.0338197
1693,310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,NJ - Camden,8755.0,341.2,41116.623999999996,5164.7119999999995,4310.514000000001,39.9642549,-74.2156583
1694,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,PA - Philadelphia,8534.0,43.0,53167.428,6242.956,5082.554,40.2945988,-74.8076198
1695,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD,NJ,NJ - Hackensack,7631.0,120.4,48020.687999999995,6724.3279999999995,5947.364,40.9041892,-73.9686632
1696,310047,SHORE MEDICAL CENTER,1 EAST NEW YORK AVE,SOMERS POINT,NJ,NJ - Camden,8244.0,89.8,44654.654,5304.57,4153.683999999999,39.3147816,-74.59410729999999
1697,310048,SOMERSET MEDICAL CENTER,110 REHILL AVE,SOMERVILLE,NJ,NJ - New Brunswick,8876.0,153.4,68141.77599999998,5742.7119999999995,4896.408,40.5681075,-74.5950225
1698,310050,SAINT CLARE'S HOSPITAL,25 POCONO ROAD,DENVILLE,NJ,NJ - Morristown,7834.0,144.2,37708.21,5693.138,4749.942,40.8953079,-74.46565989999999
1699,310051,OVERLOOK HOSPITAL,99 BEAUVIOR AVE,SUMMIT,NJ,NJ - Morristown,7902.0,170.2,25487.996000000003,6625.272,5395.436,40.7128985,-74.3526073
1700,310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,NJ - Camden,8724.0,195.2,44133.06199999999,5163.965999999999,4305.076,40.07710730000001,-74.1312932
1701,310054,MOUNTAINSIDE HOSPITAL,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,NJ - Newark,7042.0,101.0,35069.136,7336.082,6499.586000000001,40.8105891,-74.2046182
1702,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,NJ - Camden,8060.0,170.6,42452.373999999996,5670.24,4394.476000000001,39.9860186,-74.7949847
1703,310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,NJ - Hackensack,7652.0,18.75,33446.81,7836.700000000001,7053.92,40.9569233,-74.06320649999999
1704,310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG,NJ,PA - Allentown,8865.0,71.2,48958.759999999995,6501.197999999999,5685.84,40.702113,-75.178597
1705,310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD,WILLINGBORO,NJ,NJ - Camden,8046.0,88.8,46706.742000000006,5480.314,4565.342,40.04632,-74.8805943
1706,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,1925 PACIFIC AVE,ATLANTIC CITY,NJ,NJ - Camden,8401.0,222.6,55379.112,6042.516,5057.518,39.3583314,-74.4342891
1707,310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,501 WEST FRONT STREET,ELMER,NJ,NJ - Camden,8318.0,42.6,43204.45,5148.82,4356.106,39.587857,-75.180292
1708,310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,NJ - New Brunswick,8901.0,92.4,66750.44,7631.701999999999,6791.514,40.5015232,-74.4594521
1709,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,NJ,NJ - Camden,7754.0,173.0,44442.380000000005,6166.026,5256.704,40.2091347,-74.04121200000002
1710,310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,355 GRAND STREET,JERSEY CITY,NJ,NJ - Newark,7302.0,62.2,43207.708,8522.526,7769.424000000001,40.7163016,-74.0503916
1711,310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH,NJ,NJ - Camden,7740.0,86.4,47273.328,7126.236,6134.98,40.2950943,-73.98560119999999
1712,310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,NJ - Newark,7039.0,149.6,48589.727999999996,7724.410000000001,6623.129999999999,40.7631494,-74.3047629
1713,310081,UNDERWOOD - MEMORIAL HOSPITAL,509 N BROAD ST,WOODBURY,NJ,PA - Philadelphia,8096.0,119.0,45054.886,5510.326,4644.781999999999,39.8440659,-75.1499467
1714,310083,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,EAST ORANGE,NJ,NJ - Newark,7018.0,51.8,41204.556,6497.474,5597.848,40.7545333,-74.2138513
1715,310084,KIMBALL MEDICAL CENTER,600 RIVER AVE,LAKEWOOD,NJ,NJ - Camden,8701.0,108.2,41796.458,5585.3240000000005,4774.6939999999995,40.0731927,-74.21875800000001
1716,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD,NJ,NJ - Camden,8084.0,319.0,45677.45,6783.786,5974.969999999999,39.8281678,-75.00826599999999
1717,310091,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,SALEM,NJ,DE - Wilmington,8079.0,70.8,31214.377999999997,5499.544,4741.71,39.5940226,-75.4445128
1718,310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,TRENTON,NJ,PA - Philadelphia,8638.0,58.6,71407.19200000001,7036.066000000001,5644.204,40.2359137,-74.7518116
1719,310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",111 CENTRAL AVENUE,NEWARK,NJ,NJ - Newark,7102.0,66.2,27935.992,7725.346,7005.317999999999,40.7438855,-74.1747061
1720,310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON,NJ,NJ - New Brunswick,8818.0,149.8,42688.452000000005,6225.807999999999,5328.9839999999995,40.5567643,-74.3508341
1721,310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,PA - Philadelphia,8690.0,127.2,50330.216,5185.782,4278.005999999999,40.2160069,-74.6716971
1722,310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,NJ - Camden,7728.0,134.8,33513.64,5449.2519999999995,4532.638000000001,40.2368406,-74.3131045
1723,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,NJ - Camden,7733.0,77.8,33748.795999999995,5174.464,4247.916,40.4054853,-74.1917012
1724,310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN,NJ,NJ - Camden,8050.0,83.2,30516.222,5055.382,4244.546,39.7210809,-74.285275
1725,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,NJ - Morristown,7840.0,51.2,46992.614,5662.968,4796.715999999999,40.8619382,-74.81580269999999
1726,310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,55 MEADOWLANDS PKWY,SECAUCUS,NJ,NJ - Hackensack,7094.0,34.4,70990.37,6751.794,5844.456,40.7917444,-74.0734305
1727,310119,UMDNJ UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,NJ - Newark,7103.0,28.8,38198.846,10884.725999999999,10048.802000000001,40.7406294,-74.1910884
1728,310120,SAINT CLARE'S HOSPITAL/SUSSEX,20 WALNUT ST,SUSSEX,NJ,NJ - Morristown,7461.0,18.4,33772.33,5566.818,4715.1179999999995,41.2071123,-74.603482
1729,320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,NM - Albuquerque,87106.0,35.8,14461.308,8729.848000000002,7946.420000000001,35.0879816,-106.6172609
1730,320002,ST VINCENT HOSPITAL,455 ST MICHAEL'S DRIVE,SANTA FE,NM,NM - Albuquerque,87505.0,60.6,14736.303999999998,7145.502,6077.352000000001,35.6594255,-105.946403
1731,320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION AVE,LAS VEGAS,NM,NM - Albuquerque,87701.0,25.6,29245.129999999997,7068.226000000001,6153.294,35.6235778,-105.2107864
1732,320004,GERALD CHAMPION REGIONAL MEDICAL CENTE,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,TX - El Paso,88310.0,27.8,14472.323999999999,6785.6799999999985,5842.058,32.9264282,-105.9347154
1733,320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,NM - Albuquerque,87401.0,59.0,16563.982,6355.49,5328.622,36.7237623,-108.2168081
1734,320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB RD,ROSWELL,NM,NM - Albuquerque,88201.0,38.2,29140.194,5326.278,4448.658000000001,33.42385050000001,-104.5284839
1735,320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,NM - Albuquerque,87102.0,29.0,23558.417999999998,5900.16,3883.204,35.0861468,-106.6399527
1736,320011,ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,NM - Albuquerque,87532.0,20.2,18782.186,7352.181999999999,6158.973999999999,35.9972067,-106.0877646
1737,320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,TAOS,NM,NM - Albuquerque,87571.0,28.8,11987.398,7527.364,6582.544,36.3686698,-105.5762176
1738,320014,MIMBRES MEMORIAL HOSPITAL,900 W ASH,DEMING,NM,TX - El Paso,88031.0,29.2,21309.572000000004,5489.102000000001,4620.696,32.2612546,-107.7687535
1739,320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY,NM,NM - Albuquerque,88061.0,26.6,12526.491999999998,5394.916,4201.09,32.7955838,-108.2627556
1740,320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,NM - Albuquerque,87109.0,13.333333333333334,19011.603333333333,7061.866666666666,4657.373333333333,35.1319202,-106.5906893
1741,320018,MEMORIAL MEDICAL CENTER INC,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,TX - El Paso,88011.0,60.6,21810.352,5741.544,4696.539999999999,32.29137620000001,-106.7371439
1742,320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,NM - Albuquerque,87106.0,127.2,19818.432,5694.102,4704.303999999999,35.0821338,-106.6339204
1743,320022,PLAINS REGIONAL MEDICAL CENTER  CLOVIS,"2100 MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,TX - Lubbock,88101.0,38.4,21273.354,4959.204,4040.96,34.4193661,-103.2317552
1744,320030,ARTESIA GENERAL HOSPITAL,702 N 13TH ST,ARTESIA,NM,NM - Albuquerque,88210.0,20.0,14529.810000000001,6279.3099999999995,5490.9475,32.8490397,-104.4111786
1745,320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,NM - Albuquerque,87544.0,15.666666666666666,15640.926666666666,8935.746666666668,7958.5,35.8817114,-106.318968
1746,320037,CIBOLA GENERAL HOSPITAL,1016 ROOSEVELT AVENUE,GRANTS,NM,NM - Albuquerque,87020.0,11.0,13621.635,9133.18,8064.77,35.1623151,-107.8273936
1747,320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,1901 RED ROCK DRIVE,GALLUP,NM,NM - Albuquerque,87301.0,20.6,8594.842,5368.078,4510.67,35.5072815,-108.7272743
1748,320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK,NM,NM - Albuquerque,87420.0,30.6,7433.245999999999,6955.160000000001,6091.214,36.7844548,-108.6861275
1749,320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH,ZUNI,NM,NM - Albuquerque,87327.0,16.0,7385.25,9500.75,8655.75,35.0788482,-108.8110795
1750,320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,NM - Albuquerque,87301.0,33.75,9309.6275,6436.2325,5557.02,35.5084478,-108.7302705
